update_id,case_id,status,note,updated_by,timestamp
U1659,C0015,Assigned,Pending review,system,2025-11-02 03:38:00
U1660,C0497,Assigned,Pending review,officer_1,2025-11-02 03:39:00
U1661,C0654,New,Field visit done,officer_2,2025-11-02 03:40:00
U1662,C0022,Assigned,Case created,officer_1,2025-11-02 03:41:00
U1663,C0608,Assigned,Pending review,officer_2,2025-11-02 03:42:00
U1664,C0625,In Progress,Pending review,officer_2,2025-11-02 03:43:00
U1665,C0754,New,Case created,officer_2,2025-11-02 03:44:00
U1666,C0355,Resolved,Field visit done,system,2025-11-02 03:45:00
U1667,C0816,In Progress,Field visit done,officer_2,2025-11-02 03:46:00
U1668,C0469,New,Verification complete,officer_2,2025-11-02 03:47:00
U1669,C0585,Assigned,Verification complete,officer_2,2025-11-02 03:48:00
U1670,C0894,Assigned,Case created,officer_2,2025-11-02 03:49:00
U1671,C0544,In Progress,Case created,officer_2,2025-11-02 03:50:00
U1672,C0337,Assigned,Verification complete,officer_1,2025-11-02 03:51:00
U1673,C0658,New,Field visit done,system,2025-11-02 03:52:00
U1674,C0613,In Progress,Verification complete,officer_2,2025-11-02 03:53:00
U1675,C0139,New,Pending review,officer_1,2025-11-02 03:54:00
U1676,C0867,Resolved,Pending review,system,2025-11-02 03:55:00
U1677,C0096,Assigned,Case created,officer_1,2025-11-02 03:56:00
U1678,C0168,Resolved,Pending review,officer_1,2025-11-02 03:57:00
U1679,C0618,New,Verification complete,system,2025-11-02 03:58:00
U1680,C0163,In Progress,Verification complete,system,2025-11-02 03:59:00
U1681,C0634,New,Field visit done,system,2025-11-02 04:00:00
U1682,C0625,Assigned,Case created,system,2025-11-02 04:01:00
U1683,C0656,In Progress,Pending review,system,2025-11-02 04:02:00
U1684,C0046,Assigned,Pending review,officer_2,2025-11-02 04:03:00
U1685,C0402,New,Verification complete,officer_1,2025-11-02 04:04:00
U1686,C0200,In Progress,Verification complete,system,2025-11-02 04:05:00
U1687,C0478,Resolved,Field visit done,officer_2,2025-11-02 04:06:00
U1688,C0117,Resolved,Verification complete,officer_2,2025-11-02 04:07:00
U1689,C0577,Resolved,Field visit done,officer_1,2025-11-02 04:08:00
U1690,C0245,Assigned,Pending review,officer_2,2025-11-02 04:09:00
U1691,C0841,In Progress,Verification complete,system,2025-11-02 04:10:00
U1692,C0736,Assigned,Pending review,officer_1,2025-11-02 04:11:00
U1693,C0614,New,Verification complete,officer_2,2025-11-02 04:12:00
U1694,C0049,New,Field visit done,officer_2,2025-11-02 04:13:00
U1695,C0589,Assigned,Verification complete,officer_2,2025-11-02 04:14:00
U1696,C0078,New,Case created,system,2025-11-02 04:15:00
U1697,C0085,Assigned,Verification complete,officer_2,2025-11-02 04:16:00
U1698,C0364,Assigned,Case created,officer_1,2025-11-02 04:17:00
U1699,C0795,Resolved,Verification complete,officer_2,2025-11-02 04:18:00
U1700,C0407,Assigned,Verification complete,officer_2,2025-11-02 04:19:00
U1701,C0735,New,Pending review,officer_2,2025-11-02 04:20:00
U1702,C0406,In Progress,Field visit done,system,2025-11-02 04:21:00
U1703,C0422,Resolved,Case created,officer_2,2025-11-02 04:22:00
U1704,C0846,New,Case created,system,2025-11-02 04:23:00
U1705,C0505,Assigned,Field visit done,officer_2,2025-11-02 04:24:00
U1706,C0037,In Progress,Field visit done,system,2025-11-02 04:25:00
U1707,C0523,New,Pending review,system,2025-11-02 04:26:00
U1708,C0712,Assigned,Verification complete,officer_2,2025-11-02 04:27:00
U1709,C0767,Assigned,Case created,officer_1,2025-11-02 04:28:00
U1710,C0386,Resolved,Case created,officer_2,2025-11-02 04:29:00
U1711,C0877,Assigned,Case created,system,2025-11-02 04:30:00
U1712,C0517,New,Pending review,officer_1,2025-11-02 04:31:00
U1713,C0479,In Progress,Case created,officer_1,2025-11-02 04:32:00
U1714,C0099,In Progress,Pending review,system,2025-11-02 04:33:00
U1715,C0584,New,Verification complete,officer_2,2025-11-02 04:34:00
U1716,C0834,In Progress,Pending review,officer_2,2025-11-02 04:35:00
U1717,C0841,In Progress,Pending review,system,2025-11-02 04:36:00
U1718,C0415,In Progress,Pending review,officer_2,2025-11-02 04:37:00
U1719,C0180,In Progress,Case created,system,2025-11-02 04:38:00
U1720,C0482,Resolved,Pending review,officer_2,2025-11-02 04:39:00
U1721,C0571,In Progress,Pending review,officer_1,2025-11-02 04:40:00
U1722,C0679,Assigned,Case created,officer_2,2025-11-02 04:41:00
U1723,C0455,Assigned,Verification complete,officer_2,2025-11-02 04:42:00
U1724,C0601,In Progress,Field visit done,system,2025-11-02 04:43:00
U1725,C0269,Assigned,Case created,officer_2,2025-11-02 04:44:00
U1726,C0278,In Progress,Case created,officer_2,2025-11-02 04:45:00
U1727,C0343,In Progress,Field visit done,officer_1,2025-11-02 04:46:00
U1728,C0710,Assigned,Field visit done,officer_1,2025-11-02 04:47:00
U1729,C0559,In Progress,Field visit done,officer_1,2025-11-02 04:48:00
U1730,C0500,Assigned,Verification complete,officer_2,2025-11-02 04:49:00
U1731,C0678,New,Pending review,system,2025-11-02 04:50:00
U1732,C0754,In Progress,Case created,system,2025-11-02 04:51:00
U1733,C0439,In Progress,Case created,system,2025-11-02 04:52:00
U1734,C0460,In Progress,Field visit done,officer_1,2025-11-02 04:53:00
U1735,C0657,Assigned,Pending review,officer_1,2025-11-02 04:54:00
U1736,C0358,Resolved,Field visit done,officer_1,2025-11-02 04:55:00
U1737,C0399,Resolved,Field visit done,officer_1,2025-11-02 04:56:00
U1738,C0100,Assigned,Pending review,system,2025-11-02 04:57:00
U1739,C0252,In Progress,Pending review,officer_2,2025-11-02 04:58:00
U1740,C0681,Assigned,Pending review,system,2025-11-02 04:59:00
U1741,C0560,In Progress,Pending review,officer_1,2025-11-02 05:00:00
U1742,C0271,New,Pending review,system,2025-11-02 05:01:00
U1743,C0446,Resolved,Field visit done,officer_2,2025-11-02 05:02:00
U1744,C0863,New,Field visit done,officer_2,2025-11-02 05:03:00
U1745,C0157,Resolved,Verification complete,system,2025-11-02 05:04:00
U1746,C0059,New,Verification complete,system,2025-11-02 05:05:00
U1747,C0238,Assigned,Field visit done,system,2025-11-02 05:06:00
U1748,C0486,Resolved,Pending review,officer_2,2025-11-02 05:07:00
U1749,C0775,Assigned,Field visit done,officer_2,2025-11-02 05:08:00
U1750,C0338,In Progress,Verification complete,system,2025-11-02 05:09:00
U1751,C0356,In Progress,Case created,officer_2,2025-11-02 05:10:00
U1752,C0654,In Progress,Pending review,officer_1,2025-11-02 05:11:00
U1753,C0256,Resolved,Pending review,system,2025-11-02 05:12:00
U1754,C0637,In Progress,Case created,system,2025-11-02 05:13:00
U1755,C0045,Assigned,Case created,officer_2,2025-11-02 05:14:00
U1756,C0498,New,Field visit done,officer_2,2025-11-02 05:15:00
U1757,C0532,In Progress,Case created,officer_1,2025-11-02 05:16:00
U1758,C0124,Resolved,Verification complete,officer_1,2025-11-02 05:17:00
U1759,C0273,Resolved,Verification complete,officer_1,2025-11-02 05:18:00
U1760,C0584,In Progress,Pending review,officer_2,2025-11-02 05:19:00
U1761,C0289,Resolved,Pending review,officer_1,2025-11-02 05:20:00
U1762,C0620,Assigned,Field visit done,officer_2,2025-11-02 05:21:00
U1763,C0576,In Progress,Pending review,officer_2,2025-11-02 05:22:00
U1764,C0197,In Progress,Field visit done,officer_2,2025-11-02 05:23:00
U1765,C0041,Assigned,Case created,officer_1,2025-11-02 05:24:00
U1766,C0449,Resolved,Pending review,officer_2,2025-11-02 05:25:00
U1767,C0022,In Progress,Pending review,system,2025-11-02 05:26:00
U1768,C0518,Resolved,Verification complete,system,2025-11-02 05:27:00
U1769,C0357,Assigned,Pending review,officer_1,2025-11-02 05:28:00
U1770,C0881,In Progress,Field visit done,system,2025-11-02 05:29:00
U1771,C0722,New,Pending review,officer_1,2025-11-02 05:30:00
U1772,C0416,Resolved,Case created,officer_2,2025-11-02 05:31:00
U1773,C0500,Assigned,Verification complete,officer_2,2025-11-02 05:32:00
U1774,C0419,In Progress,Field visit done,officer_2,2025-11-02 05:33:00
U1775,C0638,New,Case created,system,2025-11-02 05:34:00
U1776,C0881,Assigned,Pending review,officer_2,2025-11-02 05:35:00
U1777,C0706,New,Field visit done,officer_1,2025-11-02 05:36:00
U1778,C0860,Resolved,Field visit done,officer_2,2025-11-02 05:37:00
U1779,C0455,In Progress,Verification complete,officer_1,2025-11-02 05:38:00
U1780,C0819,New,Verification complete,officer_2,2025-11-02 05:39:00
U1781,C0295,New,Verification complete,officer_1,2025-11-02 05:40:00
U1782,C0138,Resolved,Pending review,officer_1,2025-11-02 05:41:00
U1783,C0664,Resolved,Field visit done,officer_2,2025-11-02 05:42:00
U1784,C0752,Assigned,Case created,officer_1,2025-11-02 05:43:00
U1785,C0349,In Progress,Case created,system,2025-11-02 05:44:00
U1786,C0101,In Progress,Field visit done,system,2025-11-02 05:45:00
U1787,C0349,Assigned,Field visit done,officer_2,2025-11-02 05:46:00
U1788,C0814,In Progress,Pending review,system,2025-11-02 05:47:00
U1789,C0744,New,Pending review,officer_2,2025-11-02 05:48:00
U1790,C0840,Assigned,Case created,officer_2,2025-11-02 05:49:00
U1791,C0851,New,Pending review,officer_1,2025-11-02 05:50:00
U1792,C0039,New,Verification complete,officer_1,2025-11-02 05:51:00
U1793,C0309,In Progress,Pending review,system,2025-11-02 05:52:00
U1794,C0392,In Progress,Case created,system,2025-11-02 05:53:00
U1795,C0008,In Progress,Pending review,officer_1,2025-11-02 05:54:00
U1796,C0778,In Progress,Pending review,officer_1,2025-11-02 05:55:00
U1797,C0285,Resolved,Verification complete,officer_1,2025-11-02 05:56:00
U1798,C0574,Assigned,Field visit done,officer_2,2025-11-02 05:57:00
U1799,C0503,New,Case created,system,2025-11-02 05:58:00
U1800,C0085,New,Field visit done,system,2025-11-02 05:59:00
U1801,C0211,In Progress,Case created,officer_1,2025-11-02 06:00:00
U1802,C0179,Resolved,Case created,officer_1,2025-11-02 06:01:00
U1803,C0380,Assigned,Verification complete,system,2025-11-02 06:02:00
U1804,C0381,New,Case created,officer_2,2025-11-02 06:03:00
U1805,C0134,New,Field visit done,system,2025-11-02 06:04:00
U1806,C0802,In Progress,Pending review,officer_2,2025-11-02 06:05:00
U1807,C0247,Assigned,Pending review,system,2025-11-02 06:06:00
U1808,C0572,New,Case created,system,2025-11-02 06:07:00
U1809,C0564,New,Case created,officer_2,2025-11-02 06:08:00
U1810,C0519,In Progress,Field visit done,system,2025-11-02 06:09:00
U1811,C0718,Resolved,Field visit done,officer_1,2025-11-02 06:10:00
U1812,C0632,In Progress,Verification complete,officer_1,2025-11-02 06:11:00
U1813,C0473,Assigned,Verification complete,system,2025-11-02 06:12:00
U1814,C0784,New,Pending review,system,2025-11-02 06:13:00
U1815,C0187,Assigned,Pending review,system,2025-11-02 06:14:00
U1816,C0749,Resolved,Verification complete,system,2025-11-02 06:15:00
U1817,C0644,New,Verification complete,officer_1,2025-11-02 06:16:00
U1818,C0387,New,Pending review,officer_2,2025-11-02 06:17:00
U1819,C0498,Resolved,Field visit done,officer_1,2025-11-02 06:18:00
U1820,C0407,New,Pending review,officer_2,2025-11-02 06:19:00
U1821,C0795,Resolved,Verification complete,system,2025-11-02 06:20:00
U1822,C0297,Resolved,Pending review,system,2025-11-02 06:21:00
U1823,C0080,New,Field visit done,system,2025-11-02 06:22:00
U1824,C0673,New,Pending review,officer_2,2025-11-02 06:23:00
U1825,C0041,In Progress,Verification complete,officer_2,2025-11-02 06:24:00
U1826,C0481,Assigned,Verification complete,officer_2,2025-11-02 06:25:00
U1827,C0611,Resolved,Verification complete,system,2025-11-02 06:26:00
U1828,C0087,Assigned,Pending review,officer_1,2025-11-02 06:27:00
U1829,C0313,New,Verification complete,officer_1,2025-11-02 06:28:00
U1830,C0013,In Progress,Field visit done,officer_1,2025-11-02 06:29:00
U1831,C0306,In Progress,Field visit done,officer_1,2025-11-02 06:30:00
U1832,C0442,Resolved,Pending review,system,2025-11-02 06:31:00
U1833,C0623,In Progress,Verification complete,officer_2,2025-11-02 06:32:00
U1834,C0723,Assigned,Pending review,officer_2,2025-11-02 06:33:00
U1835,C0392,New,Case created,officer_1,2025-11-02 06:34:00
U1836,C0316,Resolved,Verification complete,officer_1,2025-11-02 06:35:00
U1837,C0042,In Progress,Pending review,officer_1,2025-11-02 06:36:00
U1838,C0216,In Progress,Verification complete,officer_1,2025-11-02 06:37:00
U1839,C0768,In Progress,Verification complete,officer_1,2025-11-02 06:38:00
U1840,C0518,In Progress,Field visit done,officer_2,2025-11-02 06:39:00
U1841,C0097,In Progress,Pending review,system,2025-11-02 06:40:00
U1842,C0771,In Progress,Field visit done,officer_2,2025-11-02 06:41:00
U1843,C0092,New,Field visit done,system,2025-11-02 06:42:00
U1844,C0389,In Progress,Case created,system,2025-11-02 06:43:00
U1845,C0131,Resolved,Field visit done,system,2025-11-02 06:44:00
U1846,C0331,New,Case created,officer_1,2025-11-02 06:45:00
U1847,C0271,New,Pending review,officer_1,2025-11-02 06:46:00
U1848,C0228,In Progress,Pending review,officer_1,2025-11-02 06:47:00
U1849,C0211,New,Field visit done,officer_1,2025-11-02 06:48:00
U1850,C0711,New,Pending review,officer_1,2025-11-02 06:49:00
U1851,C0129,Resolved,Field visit done,officer_2,2025-11-02 06:50:00
U1852,C0773,Assigned,Pending review,system,2025-11-02 06:51:00
U1853,C0135,Resolved,Pending review,officer_2,2025-11-02 06:52:00
U1854,C0435,Assigned,Field visit done,system,2025-11-02 06:53:00
U1855,C0745,New,Pending review,officer_2,2025-11-02 06:54:00
U1856,C0154,Assigned,Verification complete,officer_2,2025-11-02 06:55:00
U1857,C0175,New,Verification complete,system,2025-11-02 06:56:00
U1858,C0626,In Progress,Pending review,officer_2,2025-11-02 06:57:00
U1859,C0888,Assigned,Pending review,officer_1,2025-11-02 06:58:00
U1860,C0268,Resolved,Field visit done,system,2025-11-02 06:59:00
U1861,C0130,Resolved,Pending review,officer_2,2025-11-02 07:00:00
U1862,C0376,Resolved,Pending review,officer_2,2025-11-02 07:01:00
U1863,C0497,New,Field visit done,system,2025-11-02 07:02:00
U1864,C0210,In Progress,Verification complete,officer_2,2025-11-02 07:03:00
U1865,C0451,Assigned,Field visit done,officer_2,2025-11-02 07:04:00
U1866,C0125,In Progress,Pending review,system,2025-11-02 07:05:00
U1867,C0150,Assigned,Pending review,officer_2,2025-11-02 07:06:00
U1868,C0005,In Progress,Field visit done,officer_1,2025-11-02 07:07:00
U1869,C0766,In Progress,Field visit done,officer_2,2025-11-02 07:08:00
U1870,C0309,Assigned,Pending review,system,2025-11-02 07:09:00
U1871,C0784,Resolved,Verification complete,officer_1,2025-11-02 07:10:00
U1872,C0732,In Progress,Pending review,system,2025-11-02 07:11:00
U1873,C0723,In Progress,Pending review,officer_2,2025-11-02 07:12:00
U1874,C0471,In Progress,Pending review,system,2025-11-02 07:13:00
U1875,C0875,New,Pending review,officer_1,2025-11-02 07:14:00
U1876,C0099,Assigned,Field visit done,officer_2,2025-11-02 07:15:00
U1877,C0507,Resolved,Pending review,officer_2,2025-11-02 07:16:00
U1878,C0389,New,Verification complete,officer_1,2025-11-02 07:17:00
U1879,C0541,Assigned,Case created,system,2025-11-02 07:18:00
U1880,C0255,Assigned,Verification complete,system,2025-11-02 07:19:00
U1881,C0555,Resolved,Pending review,officer_2,2025-11-02 07:20:00
U1882,C0852,In Progress,Pending review,officer_2,2025-11-02 07:21:00
U1883,C0689,Assigned,Field visit done,officer_1,2025-11-02 07:22:00
U1884,C0301,Assigned,Pending review,system,2025-11-02 07:23:00
U1885,C0802,Resolved,Pending review,officer_1,2025-11-02 07:24:00
U1886,C0460,Assigned,Pending review,system,2025-11-02 07:25:00
U1887,C0157,New,Pending review,officer_1,2025-11-02 07:26:00
U1888,C0292,Assigned,Case created,officer_1,2025-11-02 07:27:00
U1889,C0566,Resolved,Case created,officer_2,2025-11-02 07:28:00
U1890,C0650,Resolved,Pending review,officer_2,2025-11-02 07:29:00
U1891,C0635,Assigned,Case created,officer_1,2025-11-02 07:30:00
U1892,C0489,In Progress,Case created,officer_2,2025-11-02 07:31:00
U1893,C0085,In Progress,Verification complete,officer_1,2025-11-02 07:32:00
U1894,C0219,Assigned,Case created,officer_2,2025-11-02 07:33:00
U1895,C0165,Resolved,Verification complete,officer_1,2025-11-02 07:34:00
U1896,C0462,In Progress,Verification complete,officer_2,2025-11-02 07:35:00
U1897,C0051,Resolved,Verification complete,officer_1,2025-11-02 07:36:00
U1898,C0732,New,Pending review,officer_1,2025-11-02 07:37:00
U1899,C0195,In Progress,Pending review,officer_2,2025-11-02 07:38:00
U1900,C0782,Resolved,Field visit done,system,2025-11-02 07:39:00
U1901,C0344,Resolved,Verification complete,officer_2,2025-11-02 07:40:00
U1902,C0051,New,Pending review,officer_1,2025-11-02 07:41:00
U1903,C0633,Resolved,Case created,officer_1,2025-11-02 07:42:00
U1904,C0667,In Progress,Verification complete,system,2025-11-02 07:43:00
U1905,C0156,New,Case created,officer_1,2025-11-02 07:44:00
U1906,C0208,Resolved,Pending review,officer_1,2025-11-02 07:45:00
U1907,C0441,In Progress,Case created,system,2025-11-02 07:46:00
U1908,C0206,New,Field visit done,system,2025-11-02 07:47:00
U1909,C0168,Assigned,Field visit done,system,2025-11-02 07:48:00
U1910,C0472,Resolved,Pending review,officer_2,2025-11-02 07:49:00
U1911,C0380,In Progress,Field visit done,system,2025-11-02 07:50:00
U1912,C0128,In Progress,Pending review,system,2025-11-02 07:51:00
U1913,C0715,Resolved,Field visit done,system,2025-11-02 07:52:00
U1914,C0007,In Progress,Verification complete,officer_1,2025-11-02 07:53:00
U1915,C0627,Resolved,Field visit done,officer_1,2025-11-02 07:54:00
U1916,C0675,New,Case created,system,2025-11-02 07:55:00
U1917,C0143,Assigned,Verification complete,officer_2,2025-11-02 07:56:00
U1918,C0759,Assigned,Verification complete,system,2025-11-02 07:57:00
U1919,C0853,New,Verification complete,officer_1,2025-11-02 07:58:00
U1920,C0639,Assigned,Field visit done,system,2025-11-02 07:59:00
U1921,C0252,Assigned,Field visit done,officer_2,2025-11-02 08:00:00
U1922,C0604,In Progress,Verification complete,officer_2,2025-11-02 08:01:00
U1923,C0518,In Progress,Field visit done,system,2025-11-02 08:02:00
U1924,C0089,New,Pending review,officer_1,2025-11-02 08:03:00
U1925,C0708,New,Case created,officer_1,2025-11-02 08:04:00
U1926,C0495,In Progress,Verification complete,officer_1,2025-11-02 08:05:00
U1927,C0253,New,Case created,officer_2,2025-11-02 08:06:00
U1928,C0337,Resolved,Case created,officer_2,2025-11-02 08:07:00
U1929,C0188,In Progress,Field visit done,officer_2,2025-11-02 08:08:00
U1930,C0251,Resolved,Field visit done,officer_1,2025-11-02 08:09:00
U1931,C0573,New,Field visit done,officer_1,2025-11-02 08:10:00
U1932,C0575,New,Field visit done,system,2025-11-02 08:11:00
U1933,C0677,New,Verification complete,system,2025-11-02 08:12:00
U1934,C0121,Resolved,Pending review,officer_1,2025-11-02 08:13:00
U1935,C0435,Resolved,Case created,system,2025-11-02 08:14:00
U1936,C0816,Resolved,Pending review,system,2025-11-02 08:15:00
U1937,C0302,Resolved,Case created,officer_2,2025-11-02 08:16:00
U1938,C0545,New,Pending review,system,2025-11-02 08:17:00
U1939,C0787,New,Case created,officer_1,2025-11-02 08:18:00
U1940,C0884,Assigned,Case created,officer_1,2025-11-02 08:19:00
U1941,C0679,Resolved,Pending review,officer_1,2025-11-02 08:20:00
U1942,C0107,In Progress,Case created,officer_1,2025-11-02 08:21:00
U1943,C0722,Assigned,Case created,officer_2,2025-11-02 08:22:00
U1944,C0120,Resolved,Field visit done,officer_2,2025-11-02 08:23:00
U1945,C0610,New,Verification complete,system,2025-11-02 08:24:00
U1946,C0020,Resolved,Case created,system,2025-11-02 08:25:00
U1947,C0328,In Progress,Field visit done,officer_2,2025-11-02 08:26:00
U1948,C0770,In Progress,Verification complete,officer_1,2025-11-02 08:27:00
U1949,C0027,In Progress,Field visit done,officer_1,2025-11-02 08:28:00
U1950,C0024,Assigned,Verification complete,officer_2,2025-11-02 08:29:00
U1951,C0457,Assigned,Pending review,officer_1,2025-11-02 08:30:00
U1952,C0336,New,Verification complete,system,2025-11-02 08:31:00
U1953,C0319,Assigned,Pending review,officer_2,2025-11-02 08:32:00
U1954,C0029,Assigned,Case created,officer_2,2025-11-02 08:33:00
U1955,C0180,Resolved,Pending review,officer_1,2025-11-02 08:34:00
U1956,C0650,Assigned,Case created,officer_2,2025-11-02 08:35:00
U1957,C0778,Assigned,Pending review,system,2025-11-02 08:36:00
U1958,C0522,In Progress,Verification complete,officer_2,2025-11-02 08:37:00
U1959,C0711,Resolved,Field visit done,officer_1,2025-11-02 08:38:00
U1960,C0684,In Progress,Verification complete,officer_1,2025-11-02 08:39:00
U1961,C0009,Resolved,Verification complete,system,2025-11-02 08:40:00
U1962,C0633,New,Field visit done,officer_1,2025-11-02 08:41:00
U1963,C0476,Resolved,Field visit done,officer_2,2025-11-02 08:42:00
U1964,C0451,Resolved,Case created,officer_1,2025-11-02 08:43:00
U1965,C0603,In Progress,Verification complete,officer_2,2025-11-02 08:44:00
U1966,C0886,Resolved,Field visit done,officer_2,2025-11-02 08:45:00
U1967,C0837,In Progress,Pending review,officer_1,2025-11-02 08:46:00
U1968,C0269,In Progress,Verification complete,system,2025-11-02 08:47:00
U1969,C0647,Assigned,Pending review,officer_2,2025-11-02 08:48:00
U1970,C0541,New,Case created,officer_1,2025-11-02 08:49:00
U1971,C0898,Resolved,Verification complete,system,2025-11-02 08:50:00
U1972,C0038,Assigned,Case created,officer_1,2025-11-02 08:51:00
U1973,C0575,Resolved,Case created,officer_2,2025-11-02 08:52:00
U1974,C0814,New,Verification complete,officer_2,2025-11-02 08:53:00
U1975,C0089,In Progress,Verification complete,system,2025-11-02 08:54:00
U1976,C0782,New,Verification complete,system,2025-11-02 08:55:00
U1977,C0852,In Progress,Case created,system,2025-11-02 08:56:00
U1978,C0336,Resolved,Case created,system,2025-11-02 08:57:00
U1979,C0559,Assigned,Field visit done,system,2025-11-02 08:58:00
U1980,C0515,In Progress,Verification complete,officer_1,2025-11-02 08:59:00
U1981,C0430,New,Field visit done,officer_1,2025-11-02 09:00:00
U1982,C0868,New,Case created,officer_1,2025-11-02 09:01:00
U1983,C0102,In Progress,Case created,officer_1,2025-11-02 09:02:00
U1984,C0235,Resolved,Field visit done,system,2025-11-02 09:03:00
U1985,C0761,Resolved,Case created,officer_1,2025-11-02 09:04:00
U1986,C0269,New,Verification complete,officer_1,2025-11-02 09:05:00
U1987,C0316,Assigned,Verification complete,system,2025-11-02 09:06:00
U1988,C0401,Resolved,Pending review,system,2025-11-02 09:07:00
U1989,C0428,Resolved,Verification complete,system,2025-11-02 09:08:00
U1990,C0786,Assigned,Field visit done,officer_2,2025-11-02 09:09:00
U1991,C0180,Assigned,Pending review,system,2025-11-02 09:10:00
U1992,C0476,Assigned,Pending review,officer_2,2025-11-02 09:11:00
U1993,C0149,New,Case created,officer_1,2025-11-02 09:12:00
U1994,C0717,Resolved,Verification complete,officer_2,2025-11-02 09:13:00
U1995,C0180,Assigned,Case created,officer_2,2025-11-02 09:14:00
U1996,C0330,Resolved,Verification complete,officer_1,2025-11-02 09:15:00
U1997,C0011,Resolved,Pending review,system,2025-11-02 09:16:00
U1998,C0895,Assigned,Verification complete,officer_2,2025-11-02 09:17:00
U1999,C0325,New,Pending review,officer_1,2025-11-02 09:18:00
U2000,C0469,Assigned,Verification complete,officer_2,2025-11-02 09:19:00
U2001,C0579,New,Verification complete,officer_2,2025-11-02 09:20:00
U2002,C0684,In Progress,Verification complete,officer_1,2025-11-02 09:21:00
U2003,C0803,Resolved,Pending review,officer_2,2025-11-02 09:22:00
U2004,C0413,New,Pending review,officer_2,2025-11-02 09:23:00
U2005,C0828,New,Field visit done,officer_1,2025-11-02 09:24:00
U2006,C0421,Resolved,Case created,officer_1,2025-11-02 09:25:00
U2007,C0857,Resolved,Case created,officer_2,2025-11-02 09:26:00
U2008,C0797,Assigned,Pending review,officer_2,2025-11-02 09:27:00
U2009,C0225,Resolved,Pending review,officer_2,2025-11-02 09:28:00
U2010,C0457,Resolved,Pending review,officer_1,2025-11-02 09:29:00
U2011,C0087,Assigned,Pending review,officer_1,2025-11-02 09:30:00
U2012,C0181,New,Field visit done,officer_2,2025-11-02 09:31:00
U2013,C0669,Assigned,Verification complete,officer_1,2025-11-02 09:32:00
U2014,C0095,New,Verification complete,officer_1,2025-11-02 09:33:00
U2015,C0634,In Progress,Case created,system,2025-11-02 09:34:00
U2016,C0168,Resolved,Verification complete,officer_2,2025-11-02 09:35:00
U2017,C0045,In Progress,Verification complete,officer_2,2025-11-02 09:36:00
U2018,C0086,New,Pending review,officer_1,2025-11-02 09:37:00
U2019,C0862,In Progress,Pending review,system,2025-11-02 09:38:00
U2020,C0833,Resolved,Case created,system,2025-11-02 09:39:00
U2021,C0619,In Progress,Case created,officer_2,2025-11-02 09:40:00
U2022,C0448,In Progress,Case created,officer_2,2025-11-02 09:41:00
U2023,C0352,New,Field visit done,officer_1,2025-11-02 09:42:00
U2024,C0736,New,Pending review,officer_2,2025-11-02 09:43:00
U2025,C0653,In Progress,Field visit done,officer_1,2025-11-02 09:44:00
U2026,C0766,Assigned,Case created,system,2025-11-02 09:45:00
U2027,C0394,New,Field visit done,officer_2,2025-11-02 09:46:00
U2028,C0826,Resolved,Verification complete,officer_2,2025-11-02 09:47:00
U2029,C0688,In Progress,Field visit done,system,2025-11-02 09:48:00
U2030,C0734,New,Field visit done,system,2025-11-02 09:49:00
U2031,C0188,In Progress,Case created,officer_1,2025-11-02 09:50:00
U2032,C0400,Assigned,Pending review,officer_1,2025-11-02 09:51:00
U2033,C0788,Resolved,Verification complete,system,2025-11-02 09:52:00
U2034,C0652,In Progress,Field visit done,officer_1,2025-11-02 09:53:00
U2035,C0692,In Progress,Pending review,system,2025-11-02 09:54:00
U2036,C0615,In Progress,Field visit done,officer_1,2025-11-02 09:55:00
U2037,C0220,New,Pending review,officer_1,2025-11-02 09:56:00
U2038,C0837,New,Verification complete,officer_1,2025-11-02 09:57:00
U2039,C0660,In Progress,Field visit done,officer_2,2025-11-02 09:58:00
U2040,C0878,In Progress,Field visit done,system,2025-11-02 09:59:00
U2041,C0283,Resolved,Field visit done,system,2025-11-02 10:00:00
U2042,C0642,Assigned,Case created,system,2025-11-02 10:01:00
U2043,C0365,Resolved,Field visit done,officer_1,2025-11-02 10:02:00
U2044,C0012,New,Verification complete,officer_2,2025-11-02 10:03:00
U2045,C0065,New,Case created,officer_1,2025-11-02 10:04:00
U2046,C0865,In Progress,Field visit done,officer_2,2025-11-02 10:05:00
U2047,C0182,Resolved,Field visit done,system,2025-11-02 10:06:00
U2048,C0650,In Progress,Case created,officer_2,2025-11-02 10:07:00
U2049,C0403,Assigned,Pending review,system,2025-11-02 10:08:00
U2050,C0667,Assigned,Pending review,system,2025-11-02 10:09:00
U2051,C0326,New,Verification complete,system,2025-11-02 10:10:00
U2052,C0444,Resolved,Verification complete,officer_1,2025-11-02 10:11:00
U2053,C0131,Resolved,Pending review,officer_1,2025-11-02 10:12:00
U2054,C0320,Assigned,Pending review,officer_2,2025-11-02 10:13:00
U2055,C0461,In Progress,Verification complete,system,2025-11-02 10:14:00
U2056,C0701,New,Field visit done,system,2025-11-02 10:15:00
U2057,C0083,In Progress,Case created,officer_1,2025-11-02 10:16:00
U2058,C0637,New,Field visit done,officer_2,2025-11-02 10:17:00
U2059,C0545,Assigned,Case created,officer_1,2025-11-02 10:18:00
U2060,C0658,New,Verification complete,system,2025-11-02 10:19:00
U2061,C0210,New,Field visit done,system,2025-11-02 10:20:00
U2062,C0041,Assigned,Pending review,officer_1,2025-11-02 10:21:00
